Position in x [m],Voltage [V]
-0.0628161,3.361
-0.0628063,3.45954
-0.0627964,3.52943
-0.0627871,3.51141
-0.0627793,3.49585
-0.0627732,3.45226
-0.062767,3.51011
-0.06276,3.46992
-0.0627524,3.44319
-0.0627435,3.47186
-0.0627331,3.55809
-0.0627225,3.61269
-0.062712,3.70577
-0.0627005,3.77463
-0.0626899,3.80979
-0.062679,3.84336
-0.0626684,3.86929
-0.062658,3.87852
-0.0626466,3.85049
-0.0626328,3.85373
-0.0626202,3.96669
-0.0626101,4.00855
-0.0626005,3.93074
-0.0625907,3.9275
-0.0625816,3.88565
-0.0625726,3.8059
-0.0625637,3.75843
-0.0625551,3.67854
-0.0625462,3.67335
-0.0625373,3.67544
-0.0625288,3.66895
-0.0625203,3.69136
-0.0625121,3.7129
-0.0625031,3.70851
-0.0624934,3.77348
-0.0624843,3.84257
-0.0624749,3.89768
-0.0624656,3.98586
-0.0624555,4.11019
-0.0624457,4.17012
-0.0624352,4.24598
-0.062425,4.26982
-0.0624147,4.22912
-0.0624043,4.23755
-0.0623942,4.17416
-0.0623846,4.10673
-0.0623756,4.0656
-0.0623666,4.05277
-0.062358,4.02244
-0.0623486,4.03008
-0.0623393,3.98744
-0.0623302,3.99896
-0.0623204,4.01049
-0.0623105,4.06718
-0.0623015,4.07676
-0.0622929,4.04046
-0.0622843,4.01373
-0.0622765,3.9834
-0.0622688,3.96071
-0.0622604,3.89638
-0.0622512,3.85128
-0.0622421,3.86684
-0.0622323,3.88925
-0.0622226,3.94191
-0.0622124,4.03721
-0.0622019,4.17012
-0.0621919,4.17935
-0.062181,4.28423
-0.0621695,4.37225
-0.0621593,4.39394
-0.0621494,4.37514
-0.0621371,4.51015
-0.0621253,4.75104
-0.0621141,4.59508
-0.062104,4.48897
-0.062093,4.46252
-0.0620818,4.43983
-0.0620706,4.41909
-0.0620601,4.43219
-0.0620504,4.41505
-0.0620406,4.38278
-0.0620318,4.2815
-0.0620227,4.19087
-0.062013,4.198
-0.0620034,4.23237
-0.061993,4.25636
-0.0619831,4.24677
-0.0619737,4.29979
-0.0619648,4.24793
-0.0619562,4.18972
-0.0619481,4.12344
-0.0619401,4.06199
-0.0619318,4.03967
-0.0619232,4.04758
-0.061915,4.1004
-0.0619071,4.15456
-0.0618981,4.24793
-0.0618897,4.30225
-0.0618815,4.36203
-0.0618737,4.43176
-0.0618651,4.47405
-0.061857,4.47095
-0.0618485,4.50611
-0.0618403,4.49206
-0.0618319,4.44387
-0.061824,4.47095
-0.0618148,4.52852
-0.0618059,4.56158
-0.0617967,4.67193
-0.0617871,4.76026
-0.0617762,4.84519
-0.061765,4.9222
-0.0617532,4.98523
-0.0617424,4.92624
-0.0617322,4.84959
-0.0617219,4.7272
-0.0617119,4.59025
-0.0617027,4.5332
-0.061694,4.4742
-0.0616853,4.39676
-0.0616759,4.32299
-0.061666,4.28942
-0.0616556,4.27774
-0.0616453,4.26269
-0.061634,4.26349
-0.0616232,4.20758
-0.0616125,4.1027
