Position in z [a.u.],Voltage [V]
0.0284782,0.711885
0.0284782,0.699417
0.0284786,0.675578
0.028479,0.675855
0.028479,0.656772
0.028479,0.612033
0.028479,0.5861
0.028479,0.598927
0.0284798,0.64834
0.0284798,0.695021
0.0284798,0.70979
0.0284806,0.652223
0.0284806,0.553038
0.0284822,0.511544
0.0284822,0.461618
0.0284822,0.421706
0.0284829,0.42373
0.0284829,0.456432
0.0284834,0.501808
0.0284846,0.534232
0.0284846,0.56262
0.0284846,0.600356
0.0284853,0.63278
0.0284861,0.680764
0.0284861,0.679461
0.0284865,0.643154
0.0284877,0.591286
0.0284877,0.554979
0.0284885,0.563258
0.0284885,0.591286
0.0284885,0.626443
0.0284893,0.597264
0.0284893,0.549793
0.0284893,0.503112
0.0284901,0.452549
0.0284905,0.461618
0.0284909,0.466805
0.0284917,0.461618
0.0284917,0.493529
0.0284917,0.538268
0.0284924,0.554979
0.0284924,0.559015
0.0284932,0.508299
0.0284941,0.440871
0.0284948,0.436835
0.0284948,0.458886
0.0284956,0.527104
0.0284964,0.618371
0.0284964,0.774763
0.028498,0.799906
0.028498,0.718222
0.0284988,0.700207
0.0284988,0.714617
0.0284995,0.722105
0.0284995,0.72499
0.0285007,0.689043
0.0285012,0.607359
0.0285019,0.540723
0.0285019,0.483516
0.0285027,0.446058
0.0285027,0.426615
0.0285043,0.426462
0.0285043,0.428043
0.0285051,0.444907
0.0285051,0.479633
0.0285051,0.542151
0.0285051,0.596473
0.0285059,0.690985
0.0285059,0.827934
0.0285059,0.954357
0.0285066,1.05809
0.0285066,1.07611
0.0285071,1.03216
0.0285083,0.934401
0.0285083,0.852564
0.0285083,0.674274
0.028509,0.579762
0.028509,0.544606
0.028509,0.527742
0.0285098,0.534232
0.0285098,0.554979
0.0285107,0.565353
0.0285114,0.580913
0.0285114,0.611242
0.0285114,0.6639
0.0285122,0.736515
0.0285122,0.831026
0.0285122,0.928423
0.028513,1.00868
0.028513,1.08287
