Position in z [a.u.],Voltage [V]
0.0207281,0.233402
0.0207386,0.233402
0.0207486,0.228216
0.0207591,0.228216
0.0207692,0.226274
0.0207805,0.228216
0.0207905,0.233402
0.0207997,0.228216
0.0208098,0.228216
0.0208198,0.233402
0.0208286,0.227065
0.0208386,0.232612
0.0208487,0.231461
0.0208596,0.228216
0.0208688,0.233402
0.0208792,0.233402
0.0208893,0.231461
0.0208997,0.233402
0.0209093,0.233402
0.020919,0.228216
0.020929,0.233402
0.0209399,0.22952
0.0209499,0.229007
0.0209604,0.231821
0.02097,0.231461
0.0209804,0.236135
0.0209913,0.233402
0.0210009,0.230948
0.0210106,0.232612
0.0210206,0.229007
0.0210302,0.233402
0.0210407,0.233402
0.0210499,0.233402
0.0210599,0.230948
0.0210704,0.232612
0.0210787,0.233402
0.0210896,0.238589
0.0210996,0.229366
0.0211097,0.228216
0.0211193,0.233402
0.0211289,0.238589
0.0211381,0.232099
0.0211469,0.233402
0.0211561,0.228216
0.0211658,0.233402
0.0211758,0.228216
0.0211858,0.227065
0.021198,0.233402
0.0212092,0.233402
0.0212197,0.227425
0.0212305,0.228216
0.021241,0.229797
0.0212514,0.228216
0.0212614,0.228216
0.0212718,0.228216
0.0212819,0.23067
0.0212931,0.232252
0.0213027,0.228216
0.0213127,0.228216
0.0213228,0.227065
0.021332,0.232252
0.0213416,0.231461
0.0213508,0.228216
0.0213604,0.228216
0.0213704,0.226274
0.0213804,0.228216
0.02139,0.237008
0.0214009,0.225484
0.0214088,0.228216
0.0214176,0.231461
0.0214276,0.228216
0.0214368,0.233402
0.0214464,0.233402
0.0214568,0.242985
0.0214677,0.242985
0.0214773,0.238589
0.021486,0.238589
0.0214961,0.234553
0.0215065,0.228216
0.0215161,0.233402
0.0215257,0.233402
0.0215354,0.230157
0.0215454,0.228216
0.0215558,0.228216
0.0215659,0.233402
0.0215755,0.236135
0.0215855,0.231461
0.0215955,0.22952
0.0216051,0.237798
0.0216147,0.238589
0.0216239,0.238589
0.0216339,0.234193
0.0216427,0.233402
0.0216527,0.237439
0.0216628,0.233402
0.0216728,0.233402
0.021682,0.233402
0.021692,0.233402
0.021702,0.233402
0.0217112,0.228216
0.0217212,0.226121
0.02173,0.229797
